pairId:INTEGER,tableA.id:INTEGER,tableA.title,tableA.price:FLOAT,tableA.brand:TEXT,tableA.weight,tableA.size,tableB.id:INTEGER,tableB.title,tableB.price:FLOAT,tableB.description,tableB.variation_size,tableB.size
8519067,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
8519132,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,1707,glutino  breakfast bar  apple  7.05 oz (pack of 12 ),70.17,glutino  breakfast,7.05,12.0
8519503,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,2078,nutri-grain cereal bars  apple cinnamon  8-count bars (pack of 3),21.2,nutri-grain cereal bars,NA,3.0
8519754,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,2329,bob's red mill granola cinnamon raisin -- 24 oz,6.62,bob's red mill,24,NA
8520718,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,3293,bob's red mill natural granola -- 24 oz,6.39,bob's red mill,24,NA
8521081,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,3656,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0
8521235,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,3810,belvita breakfast biscuit  apple cinnamon  8.8-ounce (pack of 8),68.0,belvita breakfast biscuit,NA,8.0
8521307,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,3882,nature valley cinnamon granola bars 6 pack 8.9 oz (pack of 12),-1.0,nature valley cinnamon,8.9,12.0
8521310,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,3885,quaker chewy granola bar  s'mores  8-count (pack of 4),18.38,quaker chewy granola,NA,4.0
8521375,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
8521506,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,4081,quaker chewy variety pack granola bars 6.7 oz (pack of 4),13.99,quaker chewy variety,6.7,4.0
8534470,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,385,coconut secret coconut bar  almond  1.75 ounce (pack of 12),34.15,coconut secret coconut,1.75,12.0
8534916,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8534933,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8535345,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8535621,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,1536,yummyhealth snack bar  coconut  1.41 ounce (pack of 12),24.53,yummyhealth snack bar,1.41,12.0
8536061,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,1976,sweetriot dark chocolate with kickin' coconut  3.5 ounce (pack of 12),55.42,sweetriot dark chocolate,3.5,12.0
8537096,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,3011,simple squares organic bar  coconut  1.6 ounce (pack of 12),24.96,simple squares organic,1.6,12.0
8537407,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,3322,squarebar organic protein bar cocoa coconut  1.7-ounce bars (pack of 12),30.54,squarebar organic protein,NA,12.0
8537525,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,3440,18 rabbits date pecan & coconut 1.6 oz (pack of 12),27.17,18 rabbits date,1.6,12.0
8538055,2050,calahua cream of coconut nectar  17 oz  (pack of 12),33.79,CALAHUA,17,12.0,3970,clif bar fruit/nut coconut almond peanut 1.41 oz (pack of 12),28.91,clif bar fruit/nut,1.41,12.0
8572175,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,605,organic food bar  blueberry (pack of 12) (68 gm),25.85,organic food bar,NA,12.0
8572401,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8572418,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8572830,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8572992,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,1422,simple squares organic bar  sage  1.6 ounce (pack of 12),33.39,simple squares organic,1.6,12.0
8573104,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,1534,raw revolution organic r.r. chry choc chunk 1.8 oz (pack of 12),30.54,raw revolution organic,1.8,12.0
8573159,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,1589,organic food bar  vegan 68 gram bars (pack of 12),25.85,organic food bar,NA,12.0
8573319,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,1749,nestle power bar - vanilla crisp  2.29-ounce (pack of 12),29.99,nestle power bar,NA,12.0
8573329,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,1759,skout organic skout choc/cnut bar 1.8 oz (pack of 12),33.21,skout organic skout,1.8,12.0
8573379,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,1809,organic probiotic carebar  goji & cashew nutrition bar (pack of 12),34.99,organic probiotic carebar,NA,12.0
8574581,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,3011,simple squares organic bar  coconut  1.6 ounce (pack of 12),24.96,simple squares organic,1.6,12.0
8574892,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,3322,squarebar organic protein bar cocoa coconut  1.7-ounce bars (pack of 12),30.54,squarebar organic protein,NA,12.0
8575005,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,3435,organic food bar  active greens  2.4 ounce (pack of 12),25.85,organic food bar,2.4,12.0
8575524,2059,kikkoman pearl organic creamy vanilla soymilk  32 oz (pack of 12),34.08,Kikkoman,32,12.0,3954,organic food bar  original bars  68 gm (pack of 12),25.85,organic food bar,NA,12.0
8576182,2060,great value light sour cream  16 oz,-1.0,Great Value,16,NA,447,great value chewy fiber bars  5-1.4 oz (40g),14.0,great value chewy,1.4,NA
8614148,2069,nestle coffee-mate pumpkin spice liquid coffee creamer  16 fl oz,-1.0,Coffee-Mate,NA,NA,928,the vitamin shoppe - blueberry concentrate  16 fl oz liquid,21.99,the vitamin shoppe,NA,NA
8614342,2069,nestle coffee-mate pumpkin spice liquid coffee creamer  16 fl oz,-1.0,Coffee-Mate,NA,NA,1122,the vitamin shoppe - pomegranate concentrate (unsweetened)  16 fl oz liquid,13.99,the vitamin shoppe,NA,NA
8614382,2069,nestle coffee-mate pumpkin spice liquid coffee creamer  16 fl oz,-1.0,Coffee-Mate,NA,NA,1162,vitamin shoppe - cranberry concentrate  16 fl oz liquid,16.99,vitamin shoppe -,NA,NA
8617832,2070,great value french vanilla coffee creamer  15 oz,2.98,Great Value,15,NA,447,great value chewy fiber bars  5-1.4 oz (40g),14.0,great value chewy,1.4,NA
8639119,2075,soy dream soymilk 32oz pack of 12,69.29,Soy Dream,32,12.0,909,2.50oz sc&onion pringles pack of 12,18.27,2.50oz sc&onion pringles,2.50,12.0
8639704,2075,soy dream soymilk 32oz pack of 12,69.29,Soy Dream,32,12.0,1494,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0
8646528,2076,shamrock farms rockin' refuel chocolate protein milk beverage  12 fl oz,-1.0,Shamrock Farms,NA,NA,4153,walden farms calorie free chocolate syrup -- 12 fl oz,3.69,walden farms calorie,NA,NA
8657656,2079,post shredded wheat honey nut spoon size cereal  20 oz,3.12,Post,20,NA,2786,honey nut cheerios breakfast cereal  1.8 oz serving size cups  6/box (gmcsn13898),17.5,honey nut cheerios,1.8,NA
8658211,2079,post shredded wheat honey nut spoon size cereal  20 oz,3.12,Post,20,NA,3341,chex cereal  honey nut  13.8 oz,12.79,chex cereal ,13.8,NA
8659683,2080,international delight pumpkin pie spice liquid coffee creamer  32 fl oz,-1.0,International Delight,NA,NA,648,the vitamin shoppe - acai juice  32 fl oz liquid,16.99,the vitamin shoppe,NA,NA
8659838,2080,international delight pumpkin pie spice liquid coffee creamer  32 fl oz,-1.0,International Delight,NA,NA,803,the vitamin shoppe - mangosteen juice  32 fl oz liquid,16.99,the vitamin shoppe,NA,NA
8661302,2080,international delight pumpkin pie spice liquid coffee creamer  32 fl oz,-1.0,International Delight,NA,NA,2267,dynamic health - goji gold wild harvested  32 fl oz liquid,34.2,dynamic health -,NA,NA
8662044,2080,international delight pumpkin pie spice liquid coffee creamer  32 fl oz,-1.0,International Delight,NA,NA,3009,tahiti naturel - noni tahiti  32 fl oz liquid,23.5,tahiti naturel -,NA,NA
8701516,2090,mccann's steel cut oats  16 oz (pack of 12),59.37,Mccann's,16,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8701533,2090,mccann's steel cut oats  16 oz (pack of 12),59.37,Mccann's,16,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8701945,2090,mccann's steel cut oats  16 oz (pack of 12),59.37,Mccann's,16,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8718176,2094,soy slender cappuccino soymilk  32 fl oz (pack of 12),43.68,Soy Slender,NA,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8718193,2094,soy slender cappuccino soymilk  32 fl oz (pack of 12),43.68,Soy Slender,NA,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8718605,2094,soy slender cappuccino soymilk  32 fl oz (pack of 12),43.68,Soy Slender,NA,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8738818,2099,nestle coffee-mate vanilla caramel liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,648,the vitamin shoppe - acai juice  32 fl oz liquid,16.99,the vitamin shoppe,NA,NA
8738973,2099,nestle coffee-mate vanilla caramel liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,803,the vitamin shoppe - mangosteen juice  32 fl oz liquid,16.99,the vitamin shoppe,NA,NA
8740437,2099,nestle coffee-mate vanilla caramel liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,2267,dynamic health - goji gold wild harvested  32 fl oz liquid,34.2,dynamic health -,NA,NA
8741179,2099,nestle coffee-mate vanilla caramel liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,3009,tahiti naturel - noni tahiti  32 fl oz liquid,23.5,tahiti naturel -,NA,NA
8792379,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,64,nutri-grain cereal bars  cherry  8-count bars (pack of 6),16.68,nutri-grain cereal bars,NA,6.0
8792429,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,114,arrowhead mills puffed wheat cereal 6 oz (pack of 6),19.45,arrowhead mills puffed,6,6.0
8792502,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,187,nutri-grain cereal bars  raspberry  8-count bars (pack of 6),39.5,nutri-grain cereal bars,NA,6.0
8792524,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,209,barbara's bakery shredded minis blueberry burst 13 oz (pack of 2),-1.0,barbara's bakery shredded,13,2.0
8792760,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,445,barbara's bakery high fiber cereal  original 12 oz,8.74,barbara's bakery high,12,NA
8792771,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,456,special k cereal bars honey nut  6-count (pack of 6),36.63,special k cereal,NA,6.0
8793117,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,802,barbara's bakery shredded wheat 13 oz. (pack of 12),65.21,barbara's bakery shredded,13,12.0
8793456,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,1141,nutri-grain cereal bars  blueberry  8-count bars (pack of 6),26.99,nutri-grain cereal bars,NA,6.0
8793600,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,1285,nutritious living hi-lo vanilla almond cereal  10-ounce units (pack of 6),37.24,nutritious living hi-lo,NA,6.0
8793680,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,1365,special k cereal bars blueberry  6-count (pack of 6),32.57,special k cereal,NA,6.0
8793730,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,1415,gerber cereal  oatmeal single grain  16-ounce boxes (pack of 6),42.0,gerber cereal ,NA,6.0
8793852,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,1537,nutri-grain cereal bars  strawberry  10.4 oz  (pack of 3),19.99,nutri-grain cereal bars,10.4,3.0
8793957,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
8794812,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,2497,kashi cereal bar  ripe strawberry  7.2 ounce (pack of 6),21.02,kashi cereal bar,7.2,6.0
8795079,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
8795352,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
8795418,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
8795692,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,3377,quaker cereal bars  apple crisp 1.30 oz bars 8-count bars (pack of 6),20.02,quaker cereal bars,1.30,6.0
8796265,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
8796365,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,4050,gerber baby cereal  oatmeal  16 ounce (pack of 6),21.36,gerber baby cereal,16,6.0
8796457,2112,barbara's bakery shredded wheat cereal  13 oz  (pack of 6),31.26,Barbara's,13,6.0,4142,nutri-grain cereal bars  mixed berry  8-count bars (pack of 6),32.89,nutri-grain cereal bars,NA,6.0
8843743,2124,bob's red mill gluten free old fashioned rolled oats  32 oz  (pack of 4),28.48,Bob's Red Mill,32,4.0,1448,bob's red mill honey oat  gluten free 12 oz (pack of 4),25.42,bob's red mill,12,4.0
8845951,2124,bob's red mill gluten free old fashioned rolled oats  32 oz  (pack of 4),28.48,Bob's Red Mill,32,4.0,3656,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0
8890828,2135,malt-o-meal: cereal crispy rice  36 oz,4.88,Malt O Meal,36,NA,2718,kellogg's nutri-grain cereal bars  36 count,16.59,kellogg's nutri-grain cereal,NA,NA
8942903,2148,coffee-mate sugar free hazelnut liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,648,the vitamin shoppe - acai juice  32 fl oz liquid,16.99,the vitamin shoppe,NA,NA
8943058,2148,coffee-mate sugar free hazelnut liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,803,the vitamin shoppe - mangosteen juice  32 fl oz liquid,16.99,the vitamin shoppe,NA,NA
8944522,2148,coffee-mate sugar free hazelnut liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,2267,dynamic health - goji gold wild harvested  32 fl oz liquid,34.2,dynamic health -,NA,NA
8945264,2148,coffee-mate sugar free hazelnut liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,3009,tahiti naturel - noni tahiti  32 fl oz liquid,23.5,tahiti naturel -,NA,NA
8972058,2155,coffee-mate sugar free french vanilla liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,648,the vitamin shoppe - acai juice  32 fl oz liquid,16.99,the vitamin shoppe,NA,NA
8972213,2155,coffee-mate sugar free french vanilla liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,803,the vitamin shoppe - mangosteen juice  32 fl oz liquid,16.99,the vitamin shoppe,NA,NA
8973677,2155,coffee-mate sugar free french vanilla liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,2267,dynamic health - goji gold wild harvested  32 fl oz liquid,34.2,dynamic health -,NA,NA
8974419,2155,coffee-mate sugar free french vanilla liquid coffee creamer  32 fl oz,-1.0,Coffee-Mate,NA,NA,3009,tahiti naturel - noni tahiti  32 fl oz liquid,23.5,tahiti naturel -,NA,NA
8979770,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,30,h.e.b granola granola with raisins 14 oz (pack of 2),17.54,h.e.b granola granola,14,2.0
8979804,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,64,nutri-grain cereal bars  cherry  8-count bars (pack of 6),16.68,nutri-grain cereal bars,NA,6.0
8979854,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,114,arrowhead mills puffed wheat cereal 6 oz (pack of 6),19.45,arrowhead mills puffed,6,6.0
8979927,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,187,nutri-grain cereal bars  raspberry  8-count bars (pack of 6),39.5,nutri-grain cereal bars,NA,6.0
8980145,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,405,annie's organic peanutty granola bars 6.9 oz (pack of 6),33.35,annie's organic peanutty,6.9,6.0
8980196,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,456,special k cereal bars honey nut  6-count (pack of 6),36.63,special k cereal,NA,6.0
8980346,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,606,h.e.b granola granola with tropical fruits 14 oz (pack of 2),17.54,h.e.b granola granola,14,2.0
8980511,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,771,quaker chewy granola bar low fat oatmeal raisin  8-count boxes (pack of 12),47.73,quaker chewy granola,NA,12.0
8980529,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,789,quaker chewy granola bar  variety pack  8-count (pack of 6),14.64,quaker chewy granola,NA,6.0
8980881,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,1141,nutri-grain cereal bars  blueberry  8-count bars (pack of 6),26.99,nutri-grain cereal bars,NA,6.0
8981025,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,1285,nutritious living hi-lo vanilla almond cereal  10-ounce units (pack of 6),37.24,nutritious living hi-lo,NA,6.0
8981059,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,1319,trader joe's strawberry low fat cereal bars  6 count box  (pack of 6),27.78,trader joe's strawberry,NA,6.0
8981105,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,1365,special k cereal bars blueberry  6-count (pack of 6),32.57,special k cereal,NA,6.0
8981155,2157,heartland granola low fat cereal  14 oz (pack of 6),20.88,Heartland,14,6.0,1415,gerber cereal  oatmeal single grain  16-ounce boxes (pack of 6),42.0,gerber cereal ,NA,6.0
