@info
{
    "table":{
        "name":"amazon",
        "description":"",
        "idAttrib":{
            "name":"title",
            "type":"TEXT"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"title",
                "type":"TEXT"
            },
            {
                "name":"price",
                "type":"FLOAT"
            },
            {
                "name":"unitPrice",
                "type":"TEXT"
            },
            {
                "name":"size",
                "type":"TEXT"
            },
            {
                "name":"description",
                "type":"TEXT"
            }
        ]
    }
}

@data
title:TEXT,price:FLOAT,unitPrice:TEXT,size:TEXT,description:TEXT
"Bar, Nugo, Family, Coffee - 15/1.76 oz,(Nugo Nutrition Bar)",,NaN,NaN,"No time for breakfast? Try the delicious flavor of coffee drizzled with real milk chocolate. This certified low-glycemic bar is low in fat, high in protein, loaded with vitamins, and 100% natural.  "
Special K Cranberry Walnut Protein Bars 8 ct,22.99,NaN,NaN,"Made with lightly toasted rice, whole grain oats and pieces of cranberries and walnuts, plus 10 grams of protein and 5 grams of fiber*, pretty soon your day will be struggling to keep up with you.  "
Peanut Chocolate Chip Gluten Free Granola Bars (Pack of 12),27.97,($19.42 /  oz),NaN,"A nut lover's dream loaded with peanuts, almonds, cashews and chocolate mixed with amaranth and chia seeds. Enjoy as a quick on-the-go breakfast or snack for between meals. A true delicacy and favorite among members of the Urban Raccoons society.7g of protein per barMade with amaranth (NO OATS)Made with coconut nectarNo added sugar just what naturally occurs in our ingredientsGluten FreeDairy FreeSoy FreeGMO FreeVeganMADE IN THE USA WITH PRIDE IN A GLUTEN FREE DEDICATED FACILITY 12 pack- 1.41 oz.  "
Kashi Go Lean Berry Crumble Crisp Cereal (12x14oz),55.43,NaN,NaN,"Kashi Go Lean Berry Crumble Crisp Cereal 14 Oz (Pack of 12) (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.) UPC: 018627703488 U  "
Kashi Tlc Blackberry Graham Cereal Bar (12x6x7.2 Oz),78.04,($11.07 /  oz),6.4 x 1.7 x 5.7 inches ; 10.4 ounces,"TLC, Tasty Little Cereal Bars are baked up toasty and golden with a touch of natural sweetness and the goodness of 7 Whole Grains & Sesame. They're a tasty treat that the whole family will love!  "
Cadbury Brunch Bar Choc Chip X 6 210G,9.48,NaN,NaN,"Cadbury Choc Chip Brunch Bar. Oats, bran Flakes, choc chips, crispies, a drizzle of honey & dipped in Cadbury milk chocolate. We at Cadbury have packed our brunch bar full of tasty ingredients. A delicious combination of oat flakes, crispies and choc chips, with a drizzle of honey and dipped in just the right amount of delicious Cadbury milk chocolate. A deliciously satisfying snack for any occasion.  "
Sunbelt Bakery's RASPBERRY Fruit & Grain Bars 8-Count (8 Boxes),33.0,($4.13 /  Item),NaN,"INGREDIENTS: CRUST:WHOLE WHEAT FLOUR, WATER, SUGAR, SOYBEAN OIL, DEXTROSE, WHOLE GRAIN OATS, CORN SYRUP, RAISINS, PALM AND PALM KERNEL OIL, WHEAT GLUTEN, WHEY (MILK), MODIFIED CORN STARCH, EGGS, EMULSIFIERS (MONO- AND DIGLYCERIDES, SOY LECITHIN), SALT, BAKING SODA, CORN STARCH, TITANIUM DIOXIDE (COLOR), VANILLIN.
FRUIT FILLING:SUGAR, CORN SYRUP, WATER, RASPBERRY PUREE, MODIFIED CORN STARCH, APPLE FIBER, PECTIN, CITRIC ACID, NATURAL RASPBERRY FLAVOR, MALIC ACID, SODIUM CITRATE, SALT, RED 40 (COLOR).

VITAMINS/MINERALS:CALCIUM CARBONATE, VITAMIN A PALMITATE, THIAMIN MONONITRATE [VITAMIN B1], NIACINAMIDE [VITAMIN B3], FOLIC ACID, FERRIC ORTHOPHOSPHATE [IRON], RIBOFLAVIN [VITAMIN B2], PYRIDOXINE HYDROCHLORIDE [VITAMIN B6], CYANOCOBALAMIN [VITAMIN B12].

ALLERGY INFORMATION: CONTAINS WHEAT, MILK, EGGS AND SOY. TREE NUTS MAY ALSO BE PRESENT IN THIS PRODUCT.  "
Larabar Variety Pack Mini Bars 9.36 OZ,,NaN,5.5 x 5.5 x 1.8 inches ; 4 ounces,"Larabar is a delicious blend of unsweetened fruits, nuts and spices. Made from whole food, each flavor contains no more than nine ingredients. Pure and simple, just as nature intended. Need a little boost? The larabar minis variety pack is the perfect pick-me-up. In each box, you'll find 12 fiber-rich mini bars in three of our most popular flavors: apple pie, cashew cookie and cherry pie. With each bar at 100 calories or less, the minis are the ideal snack – naturally sweet, deliciously satisfying and packed with 14 essential vitamins and minerals. When it comes to larabar, mini is mighty.  "
"Nature's Bakery Whole Wheat Bars 4 Fig, 4 Raspberry, 4 Blueberry (12 Pack) All Natural Snack Food",15.7,($1.31 /  Item),NaN,"12 - 2 Ounce Twin Pack Bars. 4 (2 Pack) Fig, 4 (2 Pack Raspberry and 4 (2 Pack) Blueberry
Ingredients: stone ground wheat flour, dried cane syrup, brown rice syrup, fig paste, raspberries, blueberries, apple powder, canola oil, rolled oats, caramel color (ammonia-free) sea salt oat fiber, baking soda, soybean oil, baking powder. Contains wheat and soy. Manufactured on shared equipment with peanut and dairy products.  "
"Nature Valley, Granola Thins, Dark Chocolate, Value Pack, 18 Count, 10.8oz Box (Pack of 3)",29.9,($9.98 /  Item),NaN,"Nature Valley, Granola Thins, Dark Chocolate, Value Pack, 18 Count, 10.8oz Box (Pack of 3)  "
"Giddy Up & Go Granola, Notoriously Nutty, (Certified Gluten Free, Organic), Buy SIX Bags and SAVE, Each Resealable Bag is 11 Oz (Pack of 6) by Giddy Up & Go Granola [Foods]",45.0,NaN,NaN,"Our signature granola is loaded with protein. We use only organic fruit and nuts to ensure that youre getting only the best possible fuel for your body If you are what you eat, you are going to be nuts 95 Percent Organic, Vegan, Gluten Free, Wheat Free, Dairy Free  "
Nairn's Biscuit Breaks - Oats & Syrup (160g),6.49,NaN,NaN,"Nairn's Biscuit Breaks - Oats & Syrup (160g)  "
Nugo - Nugo Nutrition Trail Mix Bar - Gluten Free - Dark Chocolate - 45 Grams (Pack of 12),18.82,NaN,NaN,"  Made Delicious with Real Dark Chocolate  Soy and Dairy Free  9 g Protein  100% Natural  Vegan  Certified Gluten Free   You are now Free to snack! NuGo Free is a wholesome, delicious and nourishing food for people with sensitivities to wheat, dairy and soy. (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.) UPC: 691535453012 UK  "
PowerBar 20g ProteinPlus Bar -- 15 Pack - PEANUT BUTTER COOKIE,29.49,($0.64 /  oz),8.2 x 6.4 x 2.6 inches ; 2.4 pounds,"Get the energy you need to train hard and play even harder. With its TriSource blend of slow-, medium-, and fast-digesting proteins for sustained energy and essential amino acids for building strong, lean muscle, the PowerBar ProteinPlus bar delivers the fuel you need to optimize your performance and your post-exercise recovery. 20g PowerBar TriSource protein blend provides essential amino acids to promote muscle growth No preservatives or artificial flavors Helps build lean muscle and provides sustained energy Box of 15  "
"Betty Lou's Blueberry Fruit Bar Gluten Free, 12 - 2 oz Bars",15.29,($0.83 /  oz),NaN,"Betty Lou's line of innovative sugar-free snacks started when she and her family decided to stop eating products with refined sugar. When Betty Lou started looking for treats for her children to take to school, she realized how difficult it was to find treats that were not made with refined sugar--so she set about creating her own recipes. Having never created recipes before, she began to experiment, throwing in crunchy peanut butter, a bit of honey, nuts seed, and oats. Her experiments worked: Betty Lou's new snacks caught on, and today they are produced and marketed under Betty Lou's, Inc. In addition to her original ""butter balls,"" Betty Lou's also produces granola, cookies, vegan bars, and a variety of gluten-free or dairy-free products--all made without refined sugar. Betty Lou's products make a naturally nutty snack with coffee for breakfast, or even a quick, healthy lunch. Athletes have been known to buy them for a nutritious boost of energy during training. Betty Lou's is based in Oregon.   A delicious gluten-free all-natural snack with the taste of homemade baked cobbler! All sugars come from natural fruit and fruit juice. Both kids and adults will love them!   Vegan / Wheat-Free / Soy-Free / Corn-Free / Dairy-Free  "
Solgar Brewer's Yeast Grains with Vitamin B12 -- 250 Tablets,13.12,NaN,NaN,"Brewers Yeast 71/2 Grains Vitamin B12 250 Tablets  "
Clif Bar Energy Bar,19.29,NaN,NaN,"Energy Bar. Chocolate Almond Fudge. Nutrition for sustained energy. Hight in protein. No Trans Fats. 23 Vitamins & Minerals. Made with organic oats & soybeans. 70% Organic ingredients. All natural. Certified Organic by QAI. We source ingredients that are not genetically engineered.  "
Monkey Bars Chewy Granola Bars Chocolate Chip 6.1 Oz (Pack of 2),34.9,($6.98 /  Item),NaN,"Monkey Bars Chocolate Chip Chewy Granola Bars are 100% natural.  No High Fructose Corn Syrup, No Additives, No Preservatives.  130 calories per bar.  Each box contains 5 bars.  "
"Pampa Fruit & Grain Bars Strawberry, 6 oz (Pack of 14)",43.2,($3.09 /  Item),NaN,NaN
KITAVTSN42068EVEEN91 - Value Kit - General Mills Nature Valley Granola Bars (AVTSN42068) and Energizer Industrial Alkaline Batteries (EVEEN91),38.25,NaN,NaN,"lt;stronggt;AVTSN42068lt;/stronggt;lt;BR/gt;General Mills Nature Valley Granola Barslt;BR/gt;Energy from pure and natural ingredients brings together the goodness of whole grains and the nutritional benefits of calcium. Food Type: Cereal Bar Flavor: Sweet amp;amp; Salty Nut Almond Capacity Weight: 1.2 oz.lt;BR/gt;lt;BR/gt;lt;stronggt;EVEEN91lt;/stronggt;lt;BR/gt;General Mills Nature Valley Granola Barslt;BR/gt;Economically power your heavily used, high-current-drain devices. Industrial-grade batteries provide dependable, powerful performance that keeps you going. Alkaline cells are designed specifically for professional applications. Battery Type: Alkaline Battery Size: AA.  "
Met-Rx Big 100 Colossal Mini Super Cookie Crunch 6 ct - METXMEBC6MINCOOKBR,,($5.99 /  Item),NaN,"Features. 10 g. Protein. No artificial flavors. No artificial colors. Count - 6Directions of Use. Adults for best results drink 8 fl. oz. of water or other liquid with this bar.  "
"Kashi, Apple Cobbler, Soft & Chewy Bars, 7oz Box (Pack of 4)",19.58,($5.00 /  Item),12 x 5 x 8 inches ; 1.8 pounds,"Kashi, Apple Cobbler, Soft & Chewy Bars, 7oz Box (Pack of 4)  "
Lemon Chamomile,7.86,NaN,NaN,"Made with just the good stuff - the really good stuff.  Every bite is a powerhouse of energy-giving nutrients, in wow-don't-you-love-these flavor combinations.  Stays soft even in extreme cold temps.  All natural granola bars.  3 oz bar.  "
Powerbar Food PWB Gel Double Latte Box/24,31.29,NaN,NaN,"Provides more energy to muscles with C2MAX  "
"Annie's Chewy Gluten Free Granola Bars, Oatmeal Cookie, 4.9 Ounce(2 Pack)",14.99,($7.50 /  Item),6 x 1 x 6 inches,"Following a gluten free lifestyle has never been this delicious, with Annie's new gluten free granola bars. Our individually wrapped bars your whole family will enjoy, and they're great for lunch boxes and snacking on the go.  "
Rise Bar 1054188 Breakfast Bar Crunchy Cashew Almond Case Of 12 1.4 Oz,25.89,($8.71 /  oz),NaN,"Cashew Almond Vegetarian and homemade. INGREDIENTS: Almonds, Cashews, Honey, Dates, Crisp Rice, Puffed Amaranth, Salt. Nutrition Facts Serving Size: 1 bar (1.7 ozs) Nutrient Amount % DV Calories 260 Calories from Fat 150 Total Fat 17 g 25% Saturated Fat 2 g 10% Cholesterol 0 mg 0% Sodium 55 mg 2% Potassium 250 mg 7% Total Carbohydrate 23 g 8% Dietary Fiber 1 g 4% Sugars 3 g Protein 8 g 16% Vitamin A 0% Vitamin C 15% Calcium 6% Iron 10% Vitamin E 25% Thiamin 10% Riboflavin 10% Magnesium 25% Copper 25% Manganese 25%  "
"Nature's Bakery Stone Ground Whole Wheat Fig Bars: Strawberry (Pack of 4, 12 oz Boxes) 6 Twin Packs per Box",26.98,($6.75 /  Item),NaN,"Stone Ground Whole Wheat  "
Noni Caps,,NaN,NaN,"Noni Caps 100 Capsules  "
18 Rabbits Fig Cranberry & Hazelnut 1.6 Oz (Pack Of 12),28.13,($2.40 /  Item),NaN,"fig, cranberry, & hazelnut  "
Unirise FJ5GLCLC-70F-GRN FIBER OPTIC CABLE LCLC OM3 GRN 70FT,142.0,NaN,NaN,"Unirise Usa, Llc Fj5glclc-70F-Grn Fiber Optic Cable Lclc Om3 Grn 70Ft  "
"Nutritional Bar, Pecan Pie, 1.6 oz ( Value Bulk Multi-pack)",64.59,($20.18 / 10 Items),NaN,"Save On Larabar 16X 1.6 Oz Pecan Pie Nutritional Bar Indulgent, Oh, Yes, But Good For You, Too. Natural Fuel From Pecans, Dates And Almonds Will Keep You Going For Hours. What's More, Pecans Contain More Antioxidants Than Any Other Nut, With 90% Unsaturated, Polyunsaturated Fat. So Sit Down And Enjoy A Healthy Snack.: Gluten Free Kosher (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
"Nature Valley Chewy Trail Mix, Cranberry and Pomegranate, 6-Count Boxes (Pack of 6) , 1.1 Ounce",20.79,($0.58 /  count),NaN," Cranberry & Pomegranate Chewy Trail Mix Bars Give your travels a different texture with Nature Valley Chewy Trail Mix Granola Bars. Cranberry & Pomegranate is one of the newest flavors in the delicious, 100% natural line-up of Nature Valley Chewy Trail Mix bars. This great tasting snack combines rolled oats and crisp rice with favorite trail mix ingredients – bits of dried cranberries and pomegranate with almonds. Nature Valley Nature Valley created the granola bar category in 1975. Though much has changed since 1975, one thing hasn’t: No matter how many new flavors we create, you can be assured that with Nature Valley you’re always getting The Taste Nature Intended. Nature Valley sponsors a wide range of groups, all of whom have one thing in common: they all serve as guides and catalysts for people who want to enjoy a healthy, active, outdoor lifestyle. Nature Valley Granola Bars give you the energy to get to and enjoy your favorite place in nature, your own personal Nature Valley. Nature Valley and The Taste Nature Intended are registered trademarks of General Mills. Available on every box    Nature valley chewy trail mix, cranberry and pomegranate, 6-count boxes (pack of 6) is one of the newest flavors in the delicious, 100% natural line-up of Nature Valley Chewy Trail Mix bars. This great tasting snack combines rolled oats and crisp rice with favorite trail mix ingredients – bits of dried cranberries and pomegranate with almonds.  "
"Natures Bakery Whole Wheat Blueberry Fig Bar, 6 Twin Packs Per Box, (Pack of 2 Boxes)",21.99,($11.00 /  Item),5.5 x 5.5 x 5 inches ; 1.6 pounds,"100% natural energy for life's great journeys. Ideal for snacks and perfectly packaged for on-the-go eating. Fig is good fuel in your busy day and an excellent source of fiber and calcium. Rich in antioxidants, copper, magnesium, potassium, and Vitamin K, this is the perfect all natural snack for both kids and adults.  "
Raw Rev 100 Bar Chocolate Crave 20 bars,12.75,($0.82 /  oz),NaN,"""As a registered nurse and natural foods chef, I've developed a a passion for Raw Foods. Imagine an alternative to high-sugar processed snacks that tastes simply amazing, a fusion of live, raw and organic ingredients. Imagine a clean snack with a higher nutrient content that brings us closer to healing ourselves and the global ecology."" Alice Benedetto, Founder  "
"Team Cheerios, 1.3-Ounce Bars (Pack of 96)",42.99,($0.34 /  oz),NaN,"Cheerios cereal bar is made up with whole grain because whole grain is important to health, we make every cheerios cereal with whole grain. Whole grain packs a powerful punch. The plant nutrients, antioxidants, vitamins, minerals and fiber in whole grain work together to help keep you healthy. Cheerios nurturing circle is an effort to celebrate and support parents everywhere by providing practical suggestions and easy to follow tips.  "
